scorer,DeepCut_resnet50_ReachingAug30shuffle1_300,DeepCut_resnet50_ReachingAug30shuffle1_300,DeepCut_resnet50_ReachingAug30shuffle1_300,DeepCut_resnet50_ReachingAug30shuffle1_300,DeepCut_resnet50_ReachingAug30shuffle1_300,DeepCut_resnet50_ReachingAug30shuffle1_300,DeepCut_resnet50_ReachingAug30shuffle1_300,DeepCut_resnet50_ReachingAug30shuffle1_300,DeepCut_resnet50_ReachingAug30shuffle1_300,DeepCut_resnet50_ReachingAug30shuffle1_300,DeepCut_resnet50_ReachingAug30shuffle1_300,DeepCut_resnet50_ReachingAug30shuffle1_300,DeepCut_resnet50_ReachingAug30shuffle1_300,DeepCut_resnet50_ReachingAug30shuffle1_300,DeepCut_resnet50_ReachingAug30shuffle1_300
83,217.72159433364868,461.22512769699097,0.17878475785255432,242.8153291940689,502.5222842693329,0.3691626489162445,251.28931373357773,509.7480630874634,0.06862106919288635,210.65209090709686,465.5531039237976,0.26902100443840027,224.68500065803528,675.6276338398457,0.34114253520965576
84,215.29796504974365,458.6288379430771,0.22894003987312317,240.99786472320557,504.53557109832764,0.4427173435688019,217.94558787345886,475.78885604441166,0.08317255973815918,201.30229425430298,463.5470666885376,0.29296839237213135,216.53579187393188,674.0611302852631,0.38060855865478516
85,201.20992755889893,459.8257646560669,0.2586357891559601,226.76330065727234,500.5261065363884,0.37919706106185913,218.32134461402893,476.2077710479498,0.07896146178245544,195.29321467876434,465.8705372810364,0.3786640465259552,212.9144368171692,674.8801712989807,0.3464927077293396
86,200.08758068084717,458.60139286518097,0.2280791997909546,226.69435143470764,503.61253666877747,0.42181968688964844,202.18918466567993,461.9979375600815,0.0919218361377716,188.69082689285278,468.3975867629051,0.3393843173980713,207.59666299819946,663.0228068828583,0.34948939085006714
87,198.87796211242676,459.191045999527,0.273731529712677,225.42089915275574,503.79600954055786,0.4345657229423523,202.6164357662201,476.8309304714203,0.104510098695755,184.49138259887695,471.3475842475891,0.3959815502166748,200.78055834770203,673.3818652629852,0.3817809224128723
88,198.32629251480103,461.127965092659,0.2371516227722168,224.03795170783997,505.09152126312256,0.40521323680877686,203.4749168753624,476.2027736008167,0.10546514391899109,185.9427547454834,471.368759393692,0.32849615812301636,201.05332136154175,674.5955581665039,0.3633473515510559
89,197.85109269618988,461.5088127851486,0.20723572373390198,221.9392433166504,505.132031917572,0.3412565588951111,203.7919062525034,476.3428141772747,0.09389126300811768,177.82170915603638,467.3424862623215,0.34304749965667725,198.2996551990509,676.6688514351845,0.3611864149570465
90,198.00607919692993,461.96291720867157,0.21561619639396667,210.37051451206207,500.3204957842827,0.3336678743362427,202.85226047039032,476.0841536298394,0.06750524044036865,177.03390312194824,469.3609757423401,0.37322914600372314,195.96692718565464,666.172242641449,0.3540731370449066
91,196.6931203007698,462.57749819755554,0.21775606274604797,211.20870357751846,501.0642845630646,0.3568188548088074,218.3216174840927,504.5616979598999,0.06726855039596558,176.30964994430542,469.07829570770264,0.40536609292030334,196.85569524765015,675.9315497800708,0.35718291997909546
92,196.50576394796371,462.45067715644836,0.24703040719032288,213.10289871692657,499.52250811457634,0.3698144555091858,217.63978791236877,504.30466175079346,0.08095943927764893,176.0606141090393,469.160506606102,0.40048664808273315,196.84430599212646,675.6999803483486,0.37020057439804077
93,196.96275693178177,462.86881971359253,0.24845382571220398,212.43261805176735,498.73556780815125,0.389067143201828,217.9492118358612,504.36350679397583,0.1003844141960144,176.12774658203125,467.46129763126373,0.4043809175491333,197.030695438385,677.227376461029,0.37340304255485535
94,196.3638400733471,463.0105209350586,0.26381292939186096,212.75723588466644,498.840101480484,0.393159419298172,217.671715259552,494.90111351013184,0.0893133282661438,175.63010549545288,467.9359368905425,0.41064608097076416,197.5744662284851,675.6730136871338,0.36587798595428467
95,196.81826442480087,462.5801696777344,0.2474280297756195,212.05229879170656,498.6776475906372,0.3965844213962555,217.8819887638092,494.9790186882019,0.10145887732505798,175.7807183265686,468.11765194684267,0.3850747048854828,197.00150382518768,677.3333556652069,0.36045655608177185
96,197.02797496318817,461.946004986763,0.25042814016342163,213.09492588043213,498.39910423755646,0.39831578731536865,217.98091745376587,494.8851854801178,0.100365549325943,176.06083011627197,467.4099540710449,0.40808671712875366,196.8047604560852,675.1963865756989,0.35544270277023315
97,196.89436036348343,461.8485218286514,0.24930396676063538,211.5907774567604,498.59377324581146,0.41245290637016296,217.76656866073608,494.97937655448914,0.10144451260566711,176.82067441940308,467.708999812603,0.39610347151756287,196.02149338275194,677.7823498249054,0.3626862168312073
98,196.9368924498558,461.83987867832184,0.2436336874961853,213.0249820947647,498.301527261734,0.37296128273010254,217.8930184841156,494.9272940158844,0.10167324542999268,177.632084608078,466.1874418258667,0.40496626496315,195.90316684544086,666.5354356765747,0.34190642833709717
99,196.45017737150192,461.7771108150482,0.22873610258102417,212.24045269191265,498.2384625673294,0.3713642954826355,217.83555626869202,494.9595730304718,0.09732094407081604,176.86197113990784,466.80748200416565,0.4110671877861023,196.25769585371017,666.0897736549377,0.3576679825782776
100,196.92018777132034,461.6418650150299,0.20595130324363708,212.4360848069191,497.61330914497375,0.37093955278396606,217.60362601280212,494.93537855148315,0.09172376990318298,177.13737392425537,466.9458078145981,0.4146609902381897,197.15943443775177,665.7927813529968,0.3586539626121521
101,196.7458412051201,461.1705312728882,0.21530824899673462,212.64803838729858,498.67338240146637,0.38282132148742676,217.7998070716858,494.87564873695374,0.10063284635543823,177.04665851593018,467.0937193632126,0.3965698480606079,196.88990902900696,665.7892479896545,0.3638746440410614
102,573.027681350708,302.45448780059814,0.21425101161003113,212.92753034830093,497.41054797172546,0.357351690530777,212.68678081035614,492.599927008152,0.09394112229347229,177.16147994995117,466.9040640592575,0.39412403106689453,197.91905903816223,676.5631481409073,0.38139599561691284
103,197.09403228759766,461.1416391134262,0.21489068865776062,213.31149339675903,497.471702337265,0.32516157627105713,217.70794486999512,494.769624710083,0.08376476168632507,177.68184781074524,465.31891345977783,0.3691830337047577,198.40690660476685,676.524456679821,0.3732379078865051
104,197.04293704032898,460.8949345946312,0.24055829644203186,213.2421599626541,497.2457847595215,0.33892858028411865,218.05364346504211,494.6162745952606,0.09029263257980347,177.2008740901947,466.0227246284485,0.38014501333236694,199.68468618392944,675.3306720256805,0.3570514917373657
105,197.0954600572586,460.79970866441727,0.23677769303321838,222.89965343475342,500.3458593785763,0.3290218114852905,217.78670120239258,494.4497652053833,0.08244743943214417,177.44807863235474,465.17279148101807,0.35594600439071655,199.85826301574707,674.9462089538574,0.38570401072502136
106,197.09551799297333,461.0083076953888,0.2545589208602905,224.17529821395874,499.30757439136505,0.3456055521965027,203.06643849611282,476.16988188028336,0.08985406160354614,177.54093718528748,465.0187449455261,0.34176141023635864,199.31830739974976,675.1595458388329,0.3917670249938965
107,197.26792073249817,461.187136888504,0.24954098463058472,223.40496683120728,499.2056746482849,0.34813785552978516,202.8029361963272,475.96129424497485,0.0908377468585968,178.74583208560944,463.1845951080322,0.3131212890148163,200.01414489746094,675.4265136122704,0.40193620324134827
108,197.91302263736725,460.66856718063354,0.2868741750717163,218.5023477077484,499.25204730033875,0.3172854781150818,217.55351281166077,495.088303565979,0.11087924242019653,177.93994045257568,463.0665864944458,0.3443549871444702,199.93139028549194,674.1325960159302,0.36975789070129395
109,197.89904582500458,460.4735472202301,0.2859993577003479,211.94120308756828,484.52686923742294,0.29856863617897034,217.92607307434082,494.7146227359772,0.12332677841186523,178.35823011398315,464.3965446949005,0.29107362031936646,199.87367153167725,674.2455552816391,0.3925253450870514
110,198.71424412727356,459.19657266139984,0.29709911346435547,223.94250679016113,484.7465023994446,0.39125844836235046,217.64459657669067,494.43623781204224,0.13181018829345703,180.29776379466057,465.871075630188,0.28402769565582275,199.62398767471313,673.852468252182,0.4032766819000244
111,200.09013175964355,458.5987173318863,0.303358793258667,226.86586141586304,481.6486744880676,0.3894554376602173,217.94626593589783,477.96906065940857,0.12922504544258118,181.89175713062286,468.59445548057556,0.3484198749065399,200.1876573562622,673.7734797000885,0.40498918294906616
112,212.65058201551437,458.444712638855,0.29805731773376465,229.2233692407608,481.8517715930939,0.4359704852104187,217.69876289367676,477.65426802635193,0.14851000905036926,181.95225274562836,470.26495599746704,0.35335078835487366,200.73821759223938,673.8855044841766,0.40858393907546997
113,230.49354004859924,462.71990299224854,0.32541385293006897,229.95460653305054,467.82980671525,0.42234063148498535,217.18627977371216,478.53385853767395,0.1466466784477234,186.83897590637207,475.2400074005127,0.32667219638824463,199.4140501022339,673.5992569923401,0.40729618072509766
114,227.40705519914627,459.17073369026184,0.3103598952293396,230.69437456130981,467.67910462617874,0.41876089572906494,217.06846070289612,478.76462388038635,0.128319650888443,183.3703145980835,470.86315989494324,0.3240181505680084,200.34195590019226,674.292954325676,0.43078041076660156
115,227.98445420712233,458.2287777662277,0.28272196650505066,231.61535716056824,466.375603556633,0.42480945587158203,217.42597556114197,478.6017270088196,0.1275213360786438,182.86071467399597,470.78762793540955,0.33654308319091797,200.6051323413849,673.867377281189,0.4005225896835327
116,229.81976127624512,461.6312470436096,0.30898067355155945,232.15047025680542,466.70258593559265,0.423092246055603,200.87152910232544,462.314640045166,0.11331629753112793,208.83057260513306,461.24189496040344,0.32008206844329834,199.97970390319824,673.5448083877563,0.3940664529800415
117,228.57871514558792,456.8777298927307,0.2988892197608948,232.2981915473938,466.926885843277,0.41448792815208435,217.32401490211487,478.23698806762695,0.11582466959953308,209.0202853679657,461.12508475780487,0.3279975652694702,200.54931783676147,673.5098705291748,0.3672666549682617
118,230.49255514144897,461.1336817741394,0.31441211700439453,233.00285530090332,467.12182676792145,0.40798020362854004,236.87428414821625,471.7920358181,0.11155757308006287,208.45437169075012,460.5319275856018,0.32037925720214844,201.0322082042694,673.8619179725647,0.381519615650177
119,230.68017649650574,460.2089867591858,0.3087176978588104,232.91675901412964,466.26071202754974,0.38622838258743286,217.70266675949097,460.41690135002136,0.11570897698402405,208.0227518081665,461.35676300525665,0.3261992931365967,203.43642663955688,667.6583156585693,0.38100844621658325
120,230.8679962158203,459.9768953323364,0.30368125438690186,233.30279064178467,465.9499900341034,0.36766648292541504,217.90691423416138,460.07694052904844,0.11364132165908813,208.1386902332306,460.9602246284485,0.3091983199119568,201.2650408744812,674.1865109205246,0.37706857919692993
121,231.78605365753174,459.89153480529785,0.3381458818912506,232.94019508361816,466.69508624076843,0.3823464810848236,218.21330749988556,460.4222622513771,0.12025144696235657,223.85939025878906,460.5363487005234,0.30814129114151,201.4504234790802,673.845648765564,0.3717651665210724
122,232.25759840011597,459.22987937927246,0.30668723583221436,233.1219630241394,465.58404541015625,0.35474497079849243,217.8188054561615,460.2442548274994,0.11589229106903076,208.4235439300537,461.2840359210968,0.31803256273269653,221.42935490608215,482.97914028167725,0.36690643429756165
123,233.1055645942688,458.74772930145264,0.29717564582824707,232.59896898269653,465.58574652671814,0.35470181703567505,217.59591007232666,460.32600688934326,0.11957606673240662,224.31032133102417,460.50165432691574,0.32360875606536865,206.69707679748535,663.8607151508331,0.3708014488220215
124,233.19706344604492,457.2546081542969,0.2895607352256775,234.83460760116577,467.30476063489914,0.34783169627189636,217.3852949142456,460.18916372954845,0.11610224843025208,225.33512568473816,460.287964373827,0.33277714252471924,207.82524061203003,664.5421857833862,0.3537701964378357
125,234.55216550827026,455.9035310745239,0.2864568531513214,235.00102150440216,466.939449429512,0.3680402636528015,217.2562267780304,460.62707513570786,0.13020986318588257,207.44097232818604,461.12051701545715,0.3476775288581848,208.54204535484314,664.9501767158508,0.3558618426322937
126,229.23687756061554,449.6357493400574,0.276502788066864,233.16263437271118,464.54854226112366,0.36005899310112,217.05370092391968,460.5151967406273,0.13169053196907043,226.5536630153656,460.23689161241055,0.34141266345977783,209.03723621368408,666.1140732765198,0.37047278881073
127,229.228351354599,449.49274730682373,0.3030548691749573,231.37361407279968,454.05823373794556,0.36233001947402954,216.68635869026184,460.421179831028,0.12381508946418762,226.07298493385315,460.413845539093,0.32843083143234253,209.80830931663513,666.610821723938,0.3688492476940155
128,229.04798662662506,447.86719274520874,0.316433846950531,230.96712565422058,453.90478014945984,0.36929070949554443,217.25660490989685,460.640215754509,0.11889740824699402,207.1402063369751,460.70523327589035,0.3034666180610657,211.23833656311035,674.8494913578033,0.3642881512641907
129,228.7180913090706,448.0910186767578,0.2962464690208435,231.13955664634705,453.5018653869629,0.36340075731277466,217.33849263191223,460.63601917028427,0.10684296488761902,207.0918927192688,460.2166811823845,0.2897554039955139,211.64403343200684,674.7712950706482,0.37729179859161377
130,228.9379916191101,447.609338760376,0.302093505859375,231.22483944892883,454.1454200744629,0.3933510184288025,216.68221139907837,460.96445924043655,0.10840892791748047,206.6327519416809,460.32452619075775,0.30799806118011475,211.19665145874023,674.9482891559601,0.3716829717159271
131,228.65648877620697,447.70204496383667,0.3015030026435852,231.11394429206848,453.662522315979,0.3774357736110687,216.67462158203125,461.04121363162994,0.11117872595787048,206.69698905944824,459.8799187615514,0.30745792388916016,222.08349227905273,466.4009407758713,0.372814416885376
132,227.86409458518028,447.3156280517578,0.30292078852653503,230.99602437019348,453.5479723215103,0.37080270051956177,216.88578462600708,461.1576089859009,0.11529061198234558,207.0963077545166,460.38813930749893,0.30810654163360596,222.79701399803162,466.7836147546768,0.37524113059043884
133,228.52507853507996,446.6313591003418,0.31727349758148193,230.52368259429932,454.09294509887695,0.3911712169647217,216.64805102348328,461.32749021053314,0.11960393190383911,207.10646724700928,460.27937921881676,0.3077404201030731,222.70516085624695,466.4830809831619,0.36875686049461365
134,228.3178469836712,447.53658628463745,0.33682769536972046,216.03387117385864,449.36297941207886,0.39449790120124817,217.2792670726776,461.6591418981552,0.1208755373954773,207.02093029022217,460.97536408901215,0.3045879900455475,209.4609580039978,666.217990398407,0.3693292438983917
135,228.4081965982914,446.3395118713379,0.3314621150493622,216.1106834411621,449.5979313850403,0.3778059184551239,222.34338188171387,453.8477123975754,0.11071845889091492,206.73128747940063,460.4661774933338,0.29034632444381714,211.0785903930664,674.8440021276474,0.3671708106994629
136,228.94865453243256,446.91266536712646,0.36705899238586426,216.168119430542,450.0922734737396,0.3614010512828827,216.93851161003113,461.28390872478485,0.10942783951759338,206.522114276886,460.99824953079224,0.29661110043525696,210.1542797088623,675.4147645831108,0.3692430257797241
137,228.6222501397133,446.7534680366516,0.365723192691803,216.5064082145691,449.8578841686249,0.3702135682106018,216.7029323577881,461.0130923986435,0.11251410841941833,206.74346446990967,460.50644624233246,0.2976337671279907,211.0591106414795,675.2059557437897,0.39582619071006775
138,228.5486997961998,445.4493227005005,0.3636156916618347,216.61082649230957,450.07658410072327,0.3859279155731201,216.81291151046753,460.93892389535904,0.10394531488418579,206.2962121963501,460.6805502176285,0.2842249870300293,211.50152587890625,674.8021252155304,0.3584749400615692
139,229.1050125360489,445.6942353248596,0.3339000642299652,216.68891191482544,449.51953506469727,0.35256505012512207,216.59091877937317,461.08190846443176,0.09493166208267212,206.17727947235107,460.5415433049202,0.2578064501285553,209.040696144104,666.4128932952881,0.36501991748809814
140,229.13028848171234,445.9790096282959,0.35874199867248535,217.07435512542725,448.86533093452454,0.36435598134994507,216.52735662460327,461.07332599163055,0.10020855069160461,206.72324800491333,460.5199045538902,0.2853986620903015,210.37388706207275,675.3192751407623,0.3872625231742859
141,229.50932037830353,445.8692169189453,0.32940977811813354,217.79655599594116,448.5842795372009,0.3398599624633789,216.53594303131104,460.93258875608444,0.10272613167762756,205.74900579452515,460.1320271342993,0.2758096158504486,211.22506141662598,675.5041261613369,0.36406123638153076
142,230.36141300201416,445.5227174758911,0.324313223361969,217.8320140838623,448.6729438304901,0.33864840865135193,216.70314598083496,461.0564628839493,0.10278823971748352,188.73344326019287,470.5990722179413,0.2842870056629181,211.6163272857666,675.3134771585464,0.3820626139640808
143,230.7316610813141,444.8725380897522,0.33137983083724976,217.17400741577148,449.084929227829,0.34760889410972595,216.09743237495422,460.96790558099747,0.10348665714263916,188.8977756500244,471.3193550109863,0.2903483510017395,211.34781074523926,675.439803302288,0.3856433629989624
144,230.6333258152008,444.89202213287354,0.3191712498664856,231.82289719581604,451.4274004101753,0.3712807595729828,216.2639651298523,460.9965728521347,0.0995313823223114,205.58393239974976,460.15478314459324,0.2620704770088196,211.94683265686035,675.1435744762421,0.39042970538139343
145,232.43376398086548,445.6566777229309,0.3371634781360626,231.45206308364868,450.79465985298157,0.39100635051727295,216.60451459884644,460.9077427983284,0.09892416000366211,190.12917518615723,470.9897298812866,0.2657572627067566,212.01368808746338,675.0975208878517,0.3791956305503845
146,232.46801471710205,445.50688791275024,0.32144930958747864,231.48968720436096,451.08510398864746,0.3904881477355957,216.29273509979248,460.98757696151733,0.10133212804794312,190.78458976745605,470.49811124801636,0.2933613955974579,212.75479698181152,674.8382025957108,0.348208487033844
147,232.95681762695312,445.18772172927856,0.3285001516342163,231.99837064743042,451.606953561306,0.39931660890579224,216.0478973388672,460.79370445013046,0.10611382126808167,206.23301029205322,459.30713498592377,0.29629960656166077,212.79837083816528,675.0047316551208,0.37787237763404846
148,233.77562808990479,444.60174226760864,0.2994111180305481,232.05652284622192,450.94502890110016,0.3763998746871948,215.65655660629272,461.16728615760803,0.10996150970458984,206.25792694091797,458.74060010910034,0.2874349355697632,212.5875415802002,674.7260845899582,0.3645687401294708
149,233.72791242599487,445.4999575614929,0.2744988203048706,232.69611883163452,450.53466510772705,0.3935852348804474,216.20267868041992,460.78523802757263,0.10246208310127258,206.53213453292847,459.10009241104126,0.28472304344177246,212.63066482543945,674.8874034881592,0.36029142141342163
150,229.4595891237259,443.6852116882801,0.2954590320587158,233.19952535629272,449.86314487457275,0.4238327741622925,216.24370431900024,460.65701431035995,0.1181340217590332,192.86364579200745,470.63457202911377,0.29175296425819397,213.8825569152832,674.6126676797867,0.36342257261276245
151,234.90438890457153,445.4608359336853,0.2862471044063568,233.3365340232849,449.2363004684448,0.42986583709716797,237.07127809524536,455.21902322769165,0.10895287990570068,193.95531296730042,469.6420296430588,0.2717142701148987,219.80393859744072,466.4651699066162,0.33642667531967163
152,230.9529688358307,443.424873650074,0.28085851669311523,233.78495979309082,448.8194508552551,0.4313606023788452,237.5258308649063,455.11764454841614,0.12288284301757812,193.40283393859863,470.86719274520874,0.2977568507194519,215.5330491065979,675.5107364058495,0.38147592544555664
153,239.48253536224365,445.3272318840027,0.30345338582992554,233.8845624923706,450.1314787864685,0.4327992796897888,236.9828558564186,455.57708168029785,0.12921717762947083,198.53462553024292,470.5613257884979,0.2787838280200958,215.4808406829834,674.7390669584274,0.40225228667259216
154,241.32375764846802,444.4230360984802,0.3337634205818176,232.93087720870972,449.61831521987915,0.4166063666343689,236.63668775558472,455.15455198287964,0.129823237657547,200.08888816833496,470.25027894973755,0.2859683632850647,215.99972677230835,673.9693789482117,0.3852928876876831
155,242.16177809238434,444.38385105133057,0.34091418981552124,233.436909198761,449.17417097091675,0.3885815739631653,237.6898616552353,455.08154940605164,0.11493593454360962,206.64809560775757,456.1027979850769,0.2776484489440918,219.84425020217896,667.8761143684387,0.37753826379776
156,242.9878785610199,444.74866247177124,0.4117191433906555,233.3444046974182,449.99639225006104,0.36858779191970825,238.00846004486084,454.5104310512543,0.11105450987815857,206.88914442062378,456.15781116485596,0.24729612469673157,222.85727834701538,664.0028991699219,0.325038343667984
157,244.71792429685593,444.1921830177307,0.412015825510025,233.44158458709717,449.7099657058716,0.385703980922699,237.98449230194092,454.6176393032074,0.11496174335479736,207.92879390716553,455.4010555744171,0.26642146706581116,224.82790851593018,677.0199453830719,0.35228365659713745
158,244.4888655245304,443.7128715515137,0.43407803773880005,233.14260530471802,449.25152039527893,0.39102303981781006,238.18630003929138,454.3006043434143,0.11886665225028992,221.52100229263306,460.9155844449997,0.2652856707572937,226.25616455078125,674.8539968729019,0.39386841654777527
159,244.37851119041443,443.5344467163086,0.3904796540737152,232.93875885009766,448.5301556587219,0.38163313269615173,237.90876054763794,454.4108934402466,0.10901209712028503,207.4055690765381,472.03559398651123,0.2691437602043152,227.32293891906738,675.2468176484108,0.3769730031490326
160,244.3657849431038,444.76252031326294,0.4235886037349701,232.75502061843872,448.20745754241943,0.39293450117111206,238.23266124725342,454.3600447177887,0.11079928278923035,207.70765924453735,455.27532386779785,0.26597344875335693,226.748415350914,666.2612209320068,0.3770052194595337
161,244.86299240589142,444.37026357650757,0.449529230594635,232.9871654510498,448.4113099575043,0.39733123779296875,238.393789768219,454.60016989707947,0.11607593297958374,207.18403720855713,455.28326988220215,0.2884630262851715,226.18555784225464,676.3777529001236,0.34948068857192993
162,245.09416353702545,444.06366443634033,0.4303755462169647,233.05488681793213,448.5791082382202,0.3823939859867096,238.384019613266,454.575802564621,0.10432484745979309,207.98170948028564,456.23626708984375,0.2854079604148865,225.22990894317627,676.3578114807606,0.36291855573654175
163,245.78770899772644,443.9187288284302,0.39456406235694885,232.43033838272095,447.58889055252075,0.38137462735176086,237.47001719474792,454.6448001861572,0.10341694951057434,207.86846780776978,456.1461853981018,0.277604877948761,226.10281467437744,674.7261973619461,0.37426048517227173
164,245.48222601413727,443.4607391357422,0.41350510716438293,231.80742144584656,448.46385765075684,0.39495426416397095,237.57719838619232,454.38685035705566,0.11971375346183777,207.18195915222168,456.4985246658325,0.28000903129577637,226.82578372955322,675.0060742497444,0.3593840003013611
165,245.10580205917358,443.97178745269775,0.40555161237716675,232.39470434188843,449.4145908355713,0.4050309658050537,238.0146450996399,454.3394615650177,0.11262848973274231,207.54150342941284,455.59295415878296,0.2965441346168518,226.9096794128418,675.0429604649544,0.356784850358963
166,245.19615602493286,443.46318531036377,0.38726022839546204,232.76465940475464,449.05027866363525,0.39355114102363586,237.80114340782166,454.12031626701355,0.11189082264900208,207.5900845527649,455.1977849006653,0.28183209896087646,226.5364637374878,677.0778193473816,0.34900593757629395
167,246.0684916973114,442.94000816345215,0.3761013150215149,232.36561489105225,448.5571377277374,0.3871355652809143,237.6552027463913,454.2540969848633,0.11239677667617798,207.79717588424683,455.818927526474,0.28609490394592285,226.55270552635193,676.6206473112106,0.37407270073890686
168,245.52519631385803,443.47583770751953,0.36931127309799194,232.11362028121948,448.23422288894653,0.38413554430007935,233.2000434398651,444.00928996503353,0.0996483564376831,207.99938774108887,454.2559072971344,0.2734227776527405,226.95606231689453,674.8603277206421,0.35459473729133606
